placenm,hhs,white_hhs,black_hhs,hispanic_hhs,asian_hhs,other_hhs,ho_rate,white_ho_rate,black_ho_rate,hispanic_ho_rate,asian_ho_rate,other_ho_rate,mean_hv,white_mean_hv,black_mean_hv,hispanic_mean_hv,asian_mean_hv,other_mean_hv,hw,white_hw,black_hw,hispanic_hw,asian_hw,other_hw
"Roselle, NJ",5999.5539,2781.8753,1516.7764,1260.2842,330.0258,110.5922,0.646312103,0.713379137,0.595709888,0.601643899,0.442528736,0.770448549,330763.1452,347077.6612,324013.2269,306801.7735,291661.8705,304337.3494,1236723400,661877100,284159600,224885700,40541000,25260000
"Roselle Park, NJ",4781.712,1738,1483.1776,1116.3648,279.344,164.8256,0.669098599,0.691709091,0.568604057,0.727355072,0.887782805,0.569785276,327585.1343,311868.6067,314661.7284,344866.4122,316394.8498,517857.1429,1000445000,353659000,254876000,271065000,73720000,47125000
"Roselle, IL",6918.3744,4507.9104,325.0944,1453.4592,558.3072,73.6032,0.728203435,0.847404243,0.057730924,0.523242758,0.671148787,0.869179601,320852.4826,334239.0125,240000,256340.9704,342090.1639,195161.2903,1563835000,1232005000,4320000,190205000,125205000,12100000
"Rosemount, MN",8467.8052,7776.8192,124.1886,191.241,231.5354,144.021,0.837949366,0.854416289,0.789607098,0.684773663,0.739632903,0.351912568,325190.0982,327539.2565,193505.1546,351230.7692,262823.5294,424375,2252917000,2123437000,18770000,45660000,44680000,20370000
"Rosenberg, TX",10161.4284,4591.7016,1134.9954,3126.7326,1116.8934,191.1054,0.733725251,0.781707592,0.749373434,0.591762468,0.915026627,0.751014885,269135.7162,289740.4884,223166.6667,202646.1117,360206.7932,242836.8794,1972764800,1020466000,187460000,370031800,360567000,34240000
"Roseville, CA",51252.8103,38187.7621,1966.9729,5302.1118,4339.7101,1456.2534,0.693470828,0.715908812,0.36922344,0.591551785,0.755344418,0.72972973,508545.6063,501464.1333,605774.8619,532571.7949,525811.9632,499905.482,17975053000,13631801000,438581000,1661624000,1714147000,528900000
"Roseville, MN",15186.8248,11308.1416,1112.8796,721.3976,1260.1036,784.3024,0.625077113,0.699934904,0.367107637,0.195269017,0.729952204,0.138651877,246642.6749,249032.9082,184287.4693,186428.5714,263553.7281,243336.4486,2319921000,1952418000,75005000,26100000,240361000,26037000
"Roswell, GA",37672.137,26777.9754,4557.9284,2981.7568,2482.2658,872.2106,0.713406219,0.789340489,0.48077416,0.480995298,0.662979525,0.535833891,507583.1583,532810.9314,328831.3474,545685.1332,411530.5623,430258.6207,13535212500,11166651500,717510000,778147000,673264000,199640000
"Roswell, NM",18514.9818,10104.7998,417.4444,7305.9222,98.7156,588.0998,0.677835276,0.675669636,0.486862442,0.689009582,0.477124183,0.745474493,207669.8327,285298.6607,93432.83582,105972.2502,146630.4348,230513.9211,2569083500,1917207000,18780000,527000000,6745000,99351500
"Round Lake Beach, IL",10154.6766,8000.3332,193.2004,1499.8638,272.6704,188.6088,0.75108259,0.765794005,0.534734918,0.71388202,0.823186528,0.540262172,232546.3938,238045.0337,206386.1386,181170.1721,344330.2752,225989.899,1721773500,1413987500,20845000,189504000,75064000,22373000
"Round Lake, IL",5249.8413,4136.0726,99.8822,775.4109,140.9672,97.5084,0.75108259,0.765794005,0.534734918,0.71388202,0.823186528,0.540262172,232315.1621,237858.2164,205600,180580.3403,345027.2727,226500,867232500,712147500,10280000,95527000,37953000,11325000
"Round Rock, TX",42437.1912,24653.7288,4237.2234,10012.4496,2986.5264,547.263,0.623006105,0.712760189,0.440500541,0.419003038,0.855747935,0.454942139,310948.3266,318610.0875,248654.9865,258388.3285,392101.9108,300731.7073,8129744000,5533620000,461255000,1075929000,984960000,73980000
"Rowlett, TX",20089.0217,10927.745,3341.178,4231.7275,1169.4974,418.8738,0.804264874,0.82064835,0.753517502,0.767777178,0.963349726,0.706092623,251976.124,258369.3595,267431.4986,214527.8822,274299.0991,256459.9303,3951237600,2222751600,665637000,684773000,304472000,73604000
"Royal Oak, MI",27080.4592,21261.4108,3600.294,811.6808,822.1948,584.8788,0.647512979,0.697938596,0.338172716,0.648408586,0.69419072,0.651771957,219333.854,224039.1956,198797.5104,176101.9231,184950.3546,213597.8836,3791405000,3275229000,239551000,91573000,104312000,80740000
"Royse City, TX",3623.779,2763.057,328.957,408.9995,63.125,59.6405,0.762688481,0.813667434,0.607307338,0.559451784,0.88,0.527519052,275544,285425.3838,257269.8413,207631.068,280479.1667,200500,668194200,557721200,48624000,42772000,13463000,5614000
"Ruidoso, NM",3070.5255,1675.7805,69.229,1211.6145,16.371,97.5305,0.677835276,0.675669636,0.486862442,0.689009582,0.477124183,0.745474493,211780.7431,294507.2957,92437.5,106058.8235,148333.3333,240849.2063,404713000,302753500,2958000,82938000,890000,15173500
"Runnemede, NJ",3025.7303,2093.356,632.2189,155.3861,81.0108,63.7585,0.735101737,0.793825799,0.615862006,0.496101003,0.679487179,0.642533937,236110.8283,247616.0726,193033.3333,225147.0588,281549.0196,152631.5789,473166100,368205100,69492000,15310000,14359000,5800000
"Russellville, AR",10210.2165,8505.4494,564.8289,960.6243,100.2339,79.08,0.697666763,0.709450979,0.498424921,0.745626672,0.282051282,0.7975,141147.8507,142538.5012,100043.6364,139797.4504,162037.037,201185,971944100,829289000,27512000,98697000,4375000,12071100
"Rutherford, NJ",7404.661,4311.2762,232.738,1866.2776,875.0324,119.3368,0.542179095,0.673526322,0.079194631,0.359223301,0.449660835,0.239528796,419906.3983,414976.5,356470.5882,382651.3057,502039.3701,710370.3704,1627557200,1161934200,6060000,249106000,191277000,19180000
"Rutland, VT",6653.0956,6426.3685,82.9994,87.1372,37.2402,19.3503,0.719854394,0.732941956,0.029325513,0.551675978,0.607843137,0.308176101,270786.2971,270258.6697,440000,226282.6087,380000,600000,1221246200,1198597200,880000,10409000,8360000,3000000
"Rye Brook, NY",3159.21,2359.73,91.877,514.053,160.765,32.785,0.694898725,0.76933378,0.289767842,0.477639465,0.594103194,0.373493976,1049633.883,1135770.789,386000,557463.8298,748197.8022,2269727.273,2162245800,1928538800,9650000,131004000,68086000,24967000
"Rye, NY",5314.671,3969.723,154.5627,864.7803,270.4515,55.1535,0.694898725,0.76933378,0.289767842,0.477639465,0.594103194,0.373493976,1050773.94,1135192.452,388372.093,561514.9254,760455.1282,2218157.895,3741806000,3338601000,16700000,225729000,118631000,42145000
"Sachse, TX",4116.956,2078.024,740.544,939.484,269.816,89.088,0.811726917,0.822541029,0.766760652,0.78626991,0.967325881,0.73046875,248521.6334,251642.4649,269510.7078,215063.7394,273382.4701,260016.3934,797257400,412442000,148500400,151835000,68619000,15861000
"Sacramento, CA",190537.29,80172.1846,24684.2021,42918.9095,32765.9696,9996.0242,0.50106651,0.576124863,0.367360864,0.40042002,0.57966183,0.403748892,455637.5716,517908.5618,338350.0995,401508.6524,421929.4528,397635.3234,43274634000,23766823900,3060715000,6867805500,7980795600,1598494000
"Safety Harbor, FL",8161.8251,7100.6793,239.2533,418.5753,192.6925,210.6247,0.728872357,0.740346913,0.591058514,0.641488162,0.896326531,0.519044063,268615.142,273505.3635,245398.5507,235662.7907,268190.4762,149722.2222,1532718000,1376826000,33865000,60801000,45056000,16170000
"Saginaw, MI",20339.565,14834.8888,3440.101,1222.4323,302.8421,539.3008,0.731499051,0.795008325,0.515482423,0.657335298,0.397621071,0.718034351,135870.781,151557.5671,50942.26804,86007.5662,399411.7647,72851.5625,1978142700,1745488500,88945200,68204000,47530000,27975000
"Saginaw, TX",9851.3702,6522.2182,696.5378,1753.51,556.0892,323.015,0.773935853,0.78715686,0.703926765,0.730813397,0.915811708,0.647792208,272514.6387,295190.6856,225648.0331,210418.8649,283561.753,182294.686,2029144000,1476839000,108988000,263234000,142348000,37735000
"Sahuarita, AZ",10068.4444,7613.8298,277.877,1748.4558,235.7306,192.5512,0.841014487,0.869617128,0.530855019,0.811650715,0.516213848,0.821888412,240971.2692,246092.2074,316251.7483,207575.234,262310.9244,241570.5128,1987772000,1585326000,45224000,288322000,31215000,37685000
"Salem, MA",17839.2435,15788.5525,378.6895,1049.7635,249.0215,373.2165,0.648294335,0.678568095,0.08393552,0.448766794,0.693998309,0.470953187,678206.7112,695812.3065,300000,480511.0151,551845.2381,337337.2093,7619652400,7237143800,9300000,222476600,92710000,58022000
"Salem, OR",60243.7501,47173.7641,121.8441,8894.461,1531.3006,2522.3803,0.581573537,0.610384423,0.489918675,0.536421161,0.329474762,0.35943997,323031.3324,327196.4654,300000,254578.4583,275998.004,580679.6875,11166547100,9284854100,17700000,1205429000,138275000,520289000
"Salem, VA",10393.1687,6982.1675,2400.7584,421.5072,516.0027,72.7329,0.50089084,0.603089542,0.316237277,0.089221014,0.375878653,0.057742782,205916.7588,219817.9218,147737.9032,180270.2703,143979.0576,8000,1043174300,899055300,109917000,6670000,27500000,32000
"Salinas, CA",40166.5132,7799.3498,603.779,28916.866,1802.119,1044.3994,0.469178868,0.633376669,0.305343511,0.403283392,0.729411765,0.713150927,459787.2529,465156.8948,481830.6011,447657.0763,472970.1149,585635.1351,8606297800,2276943000,88175000,5190583800,617226000,433370000
"Salisbury, MD",12062.078,8590.3436,2496.5976,435.3412,231.5864,308.2092,0.636177183,0.723451062,0.35060556,0.576953433,0.814540059,0.466555184,235635.411,242425.5693,187280.3298,252133.0645,293929.7297,134415.493,1742759500,1447765500,159001000,62529000,54377000,19087000
"Salt Lake City, UT",80053.3887,59482.8288,2519.5907,10746.0325,5331.5593,1973.3774,0.496943514,0.552182491,0.026393533,0.376322675,0.417503375,0.304156265,440192.8135,461164.0215,417384.6154,252779.1134,432432.6531,588692.0474,17273166000,14935258000,27130000,1009347000,953514000,347917000
"Sammamish, WA",19950.102,13132.596,304.9386,651.3963,5184.3051,676.866,0.725620846,0.713071201,0.223112128,0.523299411,0.852749176,0.416494845,937199.8598,943486.2843,814925.3731,822335.3293,897238.8367,1521741.935,13373842000,8701774000,54600000,274660000,3918242000,424566000
"San Angelo, TX",36871.5424,21819.8624,1177.9208,12812.5312,399.9688,661.2592,0.662347491,0.663734305,0.047379756,0.73218057,0.828752643,0.25831202,167384.8644,192205.6387,1000,129983.769,223742.4242,68000,4059752500,2761034000,55000,1213268500,73835000,11560000
"San Anselmo, CA",5027.704,4163.28,68.0504,505.6128,214.434,76.3268,0.572863319,0.630823293,0.148648649,0.139054233,0.589473684,0.616648412,1717992.462,1769508.995,667611.1111,1161501.538,1283474.576,1043500,4626553700,4347683600,6008500,75497600,151450000,45914000
"San Antonio, TX",492465.4039,157282.282,34587.2084,277684.1053,13353.0575,9558.7507,0.552718201,0.620125534,0.334700132,0.548081113,0.532878631,0.394875588,212892.3975,272234.5104,191217.2215,173184.6742,262825.1877,258753.6077,57559930400,26319088000,2194026400,26223277000,1855283000,968256000
"San Bernardino, CA",59481.3354,11383.6587,9224.3312,34254.8436,3053.0076,1565.4943,0.52848758,0.62626737,0.232281035,0.562062207,0.654148945,0.583088102,296715.7593,317788.4637,275740.5838,287204.0176,332587.3737,305935.0721,9227563400,2217527900,585673000,5490192000,658523000,275647500
"San Bruno, CA",14524.4889,4331.1092,319.1233,3776.234,5459.0752,638.9472,0.619612667,0.71813329,0.665203074,0.495454545,0.63687115,0.515350877,1026809.64,1019959.581,916071.4286,1053239.611,1058231.422,681560,9096506600,3113936600,192375000,1951653000,3617035000,221507000
"San Buenaventura (Ventura), CA",40124.5882,26140.305,1020.653,10944.6092,1088.3994,930.6216,0.523470997,0.585336743,0.56768559,0.36634631,0.631449631,0.458812261,631290.628,649663.0141,825659.7222,532193.6699,612565.7895,669469.3396,13168722500,9871629500,475580000,2118663000,418995000,283855000
"San Carlos, CA",11811.9672,7417.1592,263.5992,1639.6272,2125.5336,366.048,0.548421232,0.625109085,0.121930567,0.28233052,0.559487556,0.429268293,1696652.231,1795822.629,1501666.667,1174710.375,1564897.148,1360064.935,10683819100,8086589300,45050000,532143800,1810586000,209450000
"San Clemente, CA",24290.9268,18272.9082,293.3979,3292.8945,1664.3376,767.3886,0.717376103,0.762397756,0.349500457,0.462647983,0.810493796,0.677071825,1049679.35,1096070.2,1044787.879,779367.0462,949531.2024,858790.5697,17903331000,14951493600,103434000,1163595000,1247684000,437124400
"San Diego, CA",508757.5651,270675.9811,30769.2458,115930.6501,75948.4036,15433.2845,0.462898474,0.528411546,0.264556923,0.326638004,0.511429787,0.494058008,825658.5565,904555.5288,610367.999,614052.3586,790502.0207,807260.1159,1.93E+11,1.29E+11,4947643000,23144861500,30513378000,6128718800
"San Dimas, CA",11396.3385,6030.4725,459.9925,3279.0755,1323.9615,302.8365,0.651084601,0.684373488,0.4794926,0.582952726,0.678125459,0.868336545,653044.1524,637266.7419,525356.4815,639100.4836,742771.789,802815.6863,4696040500,2540782500,113477000,1189366000,647697000,204718000
"San Fernando, CA",5405.9886,498.9276,158.7924,4413.6144,249.1506,85.5036,0.616928826,0.699309479,0.870808679,0.593137951,0.780641106,0.415750916,471364.2477,478487.9518,686439.3939,457856.4337,505672.2222,388000,1506951500,158858000,90610000,1152882500,91021000,13580000
"San Francisco, CA",365854,173745,19965,43484,114861,13799,0.369297589,0.362934185,0.209166041,0.227187011,0.476828514,0.233857526,1451160.424,1606721.403,1073865.9,1224047.029,1337008.178,1532311.745,1.96E+11,1.01E+11,4484464000,12092360600,73226600900,4944770000
"San Gabriel, CA",11548.1016,2621.745,184.1616,1918.35,6560.9397,262.9053,0.562049108,0.566829268,0.109126984,0.311619048,0.641836763,0.667824878,1130987.04,1155554.775,1484210.526,1007627.586,1164860.7,502105.2632,7068669000,1645510000,28200000,584424000,4724675000,85860000
"San Jacinto, CA",15229.3706,6835.9963,1015.6449,5721.55,933.8686,722.3108,0.77969798,0.845915159,0.705138774,0.717560976,0.777943814,0.752318393,297525.4072,304054.5358,394050.9915,286208.0099,306495.8101,174101.3133,3470931400,1722773000,278200000,1157711400,219451000,92796000
"San Jose, CA",320885.9559,113052.0722,10363.1608,76151.1423,113458.0876,7861.493,0.562556577,0.639220158,0.218209825,0.36409036,0.651667752,0.550420156,1062975.355,1153439.582,1011717.149,825953.4549,1061762.254,1122834.847,1.90E+11,82686623300,2271305000,22783100100,77896187800,4820330000
"San Juan Capistrano, CA",10073.3402,7595.0182,121.8679,1454.6609,589.589,312.2042,0.700409562,0.754440035,0.267707083,0.439102886,0.776923077,0.627928772,1064740.379,1108050.072,1087500,796798.7118,969747.7273,893841.4894,7254076200,6129733000,34800000,494812000,426689000,168042200
"San Leandro, CA",33233.109,13085.2449,3435.3501,5407.9662,9616.1793,1688.3685,0.500624317,0.531137274,0.250641703,0.34624976,0.651761152,0.406451613,823098.8637,903530.7995,544853.2864,762452.8302,793705.1902,793048.6009,13545738000,6204546000,464215000,1414350000,4924147000,538480000
"San Luis, AZ",9647.5423,4071.4841,126.391,5081.8303,109.452,258.3849,0.648586594,0.735718629,0.404123711,0.596677008,0.66547619,0.408976299,165605.062,160281.0082,205729.1667,166889.8738,257246.3768,195709.0909,987999800,451511600,9875000,489488000,17750000,19375200
"San Marcos, CA",30477.1675,18869.8255,398.8565,8026.558,2152.864,1029.0635,0.640409956,0.71404664,0.69363167,0.449196031,0.768494898,0.49299533,578187.5483,603578.7352,679181.8182,452352.203,631046.8085,571152.7778,11218573000,8083730000,186775000,1622135000,1038072000,287861000
"San Marcos, TX",22212.8893,13522.7524,650.5389,7166.7845,280.8431,591.9704,0.63735868,0.650954956,0.642512077,0.641100259,0.434384537,0.372104247,308092.6773,371229.1473,157007.3529,196319.4971,452605.042,350972.2222,4270472600,3186631000,64059000,890112600,53860000,75810000
"San Marino, CA",4392.956,997.325,70.056,729.75,2495.8145,100.0105,0.562049108,0.566829268,0.109126984,0.311619048,0.641836763,0.667824878,1133711.456,1154460.317,1500000,987789.4737,1173497.715,505000,2523641700,581848000,9000000,206448000,1694530700,31815000
"San Mateo, CA",38553.9184,20999.0216,458.0012,4988.9436,10432.2448,1675.7072,0.567872945,0.642128012,0.184860651,0.299573882,0.603050879,0.321815888,1668187.123,1686424.962,750722.8916,1377072.493,1746518.889,1252519.7,35976123500,22395723500,62310000,2032559000,10817938000,667593000
"San Pablo, CA",10382.4788,2098.7374,2327.5013,4186.0493,1396.45,373.7408,0.395309596,0.51354948,0.204101669,0.357311821,0.612909091,0.534646739,523024.1895,595845.933,482442.0601,508340.15,496034.689,456275.5102,2097327000,622659000,224818000,745735000,414685000,89430000
"San Rafael, CA",23940.0172,19649.4914,368.7266,2258.6465,1271.6539,391.4988,0.614240478,0.670465226,0.088077182,0.244374097,0.561816151,0.591981636,1480601.871,1528536.139,704028.125,1017436.531,1143362.59,1011171.053,21283651900,19684488400,22528900,551450600,794637000,230547000
"San Ramon, CA",27192.2196,16267.4981,294.1828,1263.0171,8549.2533,818.2683,0.789505069,0.772169022,0.830708661,0.612563044,0.855788119,0.699929229,1286718.598,1243064.103,1279045.643,1868569.571,1311381.163,1145295.775,27377511600,15486092600,308250000,1436930000,9495711000,650528000
"Sand Springs, OK",7938.6342,5775.8331,584.7837,375.8907,94.8771,1107.2496,0.69382295,0.739619744,0.577928557,0.419434958,0.708487085,0.608031197,198572.1854,205794.7278,153121.5805,150470.1987,184140.625,188555.9006,1049454000,843141000,50377000,22721000,11785000,121430000
"Sandy, UT",31182.0667,26944.6914,569.3133,2053.9644,1142.8051,471.2925,0.748329975,0.757799026,0.662103274,0.625337372,0.814983325,0.685523958,465962.4013,464274.0511,493936.1702,490488.2075,446465.2928,498018.6916,10738569500,9357443500,185720000,623901000,411641000,159864000
"Sandy Springs, GA",52536.5572,30570.7382,11565.6412,4025.2128,4461.6198,1913.3452,0.454378135,0.618821027,0.160920391,0.381164966,0.327963176,0.049642218,635101.5909,686174.298,305701.1866,457226.8852,606354.6392,265000,15050002400,12878805400,566770000,697271000,882246000,24910000
"Sanford, FL",21804.439,14246.2923,2924.478,3419.0761,807.5102,407.0824,0.628355634,0.683484158,0.518497592,0.485039979,0.733410426,0.483605285,266331.8753,271439.168,194443.0295,283696.7822,333970.5373,223420.6186,3561922500,2577314900,290109000,458454000,192701000,43343600
